RackID,Address,Ward,Community Area,Community Name,TotInstall,Latitude,Longitude,Historical,F12,F13,LOCATION,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
413,1427 E 60th St,20,42,Woodlawn,2,41.785941,-87.590871,0,41.785941,-87.590871,"(41.785941, -87.590871)",60,9,22260,426,4,53
3063,1523 W Jarvis Ave,49,1,Rogers Park,1,42.015888,-87.668733,1,42.015888,-87.668733,"(42.015888, -87.668733)",9,10,21853,357,5,3
1445,1200 E 63rd St,20,42,Woodlawn,2,41.780621,-87.596033,1,41.780621,-87.596033,"(41.780621, -87.596033)",60,9,22260,426,4,53
3755,10 S Riverside Plz,2,28,Near West Side,1,41.881674,-87.638874,1,41.881674,-87.638874,"(41.881674, -87.638874)",46,29,14914,786,36,48
4676,1619 W Edgewater Ave,40,77,Edgewater,1,41.985797,-87.670427,1,41.985797,-87.670427,"(41.985797, -87.670427)",14,76,4451,538,24,46
5021,155 N Michigan Ave,42,32,Loop,2,41.884663,-87.624265,1,41.884663,-87.624265,"(41.884663, -87.624265)",42,38,14309,580,36,22
5820,1670 W Division St,1,24,West Town,1,41.903329,-87.66998,1,41.903329,-87.66998,"(41.903329, -87.66998)",4,25,21560,481,41,24
3399,11133 S Michigan Ave,9,49,Roseland,1,41.692044,-87.620836,1,41.692044,-87.620836,"(41.692044, -87.620836)",19,45,21861,253,43,30
6254,212 E 83rd St,6,44,Chatham,1,41.743869,-87.619242,1,41.743869,-87.619242,"(41.743869, -87.619242)",61,40,21546,406,32,31
5495,2145 W Irving Park Rd,47,5,North Center,1,41.953963,-87.682725,1,41.953963,-87.682725,"(41.953963, -87.682725)",39,46,21538,613,18,13
3965,214 S Wabash Ave,42,32,Loop,1,41.879235,-87.626261,1,41.879235,-87.626261,"(41.879235, -87.626261)",29,38,14912,367,36,22
6316,1960 N Damen Ave,32,22,Logan Square,1,41.917312,-87.677784,1,41.917312,-87.677784,"(41.917312, -87.677784)",1,23,22535,178,40,16
5837,2110 E 72nd St,5,43,South Shore,1,41.763562,-87.574219,1,41.763562,-87.574219,"(41.763562, -87.574219)",24,39,22538,453,33,32
1453,20 E 63rd St,20,40,Washington Park,2,41.780158,-87.624668,1,41.780158,-87.624668,"(41.780158, -87.624668)",60,7,22260,404,4,53
2913,1119 W Granville Ave,48,77,Edgewater,2,41.994383,-87.658816,1,41.994383,-87.658816,"(41.994383, -87.658816)",14,76,4451,46,16,40
7075,222 W Superior St,42,8,Near North Side,1,41.895736,-87.63459,0,41.895736,-87.63459,"(41.895736, -87.63459)",55,37,4446,652,36,22
3525,201 W Monroe St,2,32,Loop,5,41.880581,-87.63394,1,41.880581,-87.63394,"(41.880581, -87.63394)",46,38,14914,92,36,48
3452,11224 S Michigan Ave,9,49,Roseland,1,41.690099,-87.621192,1,41.690099,-87.621192,"(41.690099, -87.621192)",19,45,21861,253,43,30
6043,1329 W Wilson Ave,46,3,Uptown,1,41.965181,-87.663385,1,41.965181,-87.663385,"(41.965181, -87.663385)",15,31,22616,611,39,37
7425,1979 W Monterey Ave,19,75,Morgan Park,1,41.691691,-87.670161,0,41.691691,-87.670161,"(41.691691, -87.670161)",13,74,22212,378,42,33
4041,2045 W Washington Blvd,2,28,Near West Side,2,41.883007,-87.677797,1,41.883007,-87.677797,"(41.883007, -87.677797)",28,29,21184,37,46,48
1341,1201 W 18th St,25,31,Lower West Side,1,41.857856,-87.65656,1,41.857856,-87.65656,"(41.857856, -87.65656)",43,33,14920,365,26,8
6412,230 W Washington St,42,32,Loop,1,41.883341,-87.634366,1,41.883341,-87.634366,"(41.883341, -87.634366)",46,38,14914,92,36,22
6086,100 N Riverside Plz,42,28,Near West Side,4,41.883322,-87.638644,1,41.883322,-87.638644,"(41.883322, -87.638644)",46,29,14914,784,36,22
6912,2039 N Western Ave,32,22,Logan Square,1,41.918723,-87.68727,0,41.918723,-87.68727,"(41.918723, -87.68727)",1,23,22535,324,40,16
4805,1858 W Wabansia Ave,32,24,West Town,1,41.912476,-87.674374,1,41.912476,-87.674374,"(41.912476, -87.674374)",4,25,21560,438,40,16
579,2204 W North Ave,1,24,West Town,2,41.910507,-87.68264,0,41.910507,-87.68264,"(41.910507, -87.68264)",1,25,22535,298,40,24
2504,1824 W Cullerton St,25,31,Lower West Side,2,41.855113,-87.671735,1,41.855113,-87.671735,"(41.855113, -87.671735)",43,33,14920,366,26,8
1098,2122 W Taylor St,2,28,Near West Side,1,41.869205,-87.679101,0,41.869205,-87.679101,"(41.869205, -87.679101)",28,29,21184,5,46,48
3639,2015 S Peoria St,25,31,Lower West Side,1,41.855085,-87.647992,1,41.855085,-87.647992,"(41.855085, -87.647992)",43,33,14920,250,48,8
6407,10 S Riverside Plz,2,28,Near West Side,1,41.881674,-87.638874,1,41.881674,-87.638874,"(41.881674, -87.638874)",46,29,14914,786,36,48
3745,1845 W Rice St,1,24,West Town,1,41.896762,-87.673306,1,41.896762,-87.673306,"(41.896762, -87.673306)",4,25,21560,462,41,24
3146,140 W Lake St,42,32,Loop,1,41.885916,-87.632189,1,41.885916,-87.632189,"(41.885916, -87.632189)",42,38,14309,92,36,22
3000,11071 S Hoyne Ave,19,75,Morgan Park,2,41.692458,-87.674035,1,41.692458,-87.674035,"(41.692458, -87.674035)",13,74,22212,380,42,33
6168,116 S Michigan Ave,42,32,Loop,2,41.880621,-87.624573,1,41.880621,-87.624573,"(41.880621, -87.624573)",34,38,14311,367,36,22
5337,2127 W Belmont Ave,32,5,North Center,1,41.939403,-87.68155,1,41.939403,-87.68155,"(41.939403, -87.68155)",39,46,21538,616,40,16
5870,1000 N California Ave,26,24,West Town,1,41.899386,-87.696928,1,41.899386,-87.696928,"(41.899386, -87.696928)",4,25,21560,301,49,10
5463,1700 W Lawrence Ave,47,3,Uptown,1,41.968971,-87.671192,1,41.968971,-87.671192,"(41.968971, -87.671192)",15,31,22616,610,18,13
1987,200 W Adams St,2,32,Loop,1,41.879492,-87.63392,1,41.879492,-87.63392,"(41.879492, -87.63392)",46,38,14914,92,36,48
4205,1439 W 18th St,25,31,Lower West Side,2,41.857751,-87.662825,1,41.857751,-87.662825,"(41.857751, -87.662825)",43,33,14920,365,26,8
4979,1901 S Loomis St,25,31,Lower West Side,1,41.855962,-87.66113,1,41.855962,-87.66113,"(41.855962, -87.66113)",43,33,14920,365,26,8
2940,1 S Halsted St,27,28,Near West Side,1,41.881643,-87.647206,1,41.881643,-87.647206,"(41.881643, -87.647206)",45,29,4452,786,46,41
3449,221 S Michigan Ave,42,32,Loop,1,41.87928,-87.624073,1,41.87928,-87.624073,"(41.87928, -87.624073)",29,38,14912,367,36,22
2115,13303 S Baltimore Ave,10,55,Hegewisch,2,41.653444,-87.547004,1,41.653444,-87.547004,"(41.653444, -87.547004)",26,52,22250,787,47,47
2944,2262 N Halsted St,43,7,Lincoln Park,2,41.922858,-87.648866,1,41.922858,-87.648866,"(41.922858, -87.648866)",16,68,21190,744,34,51
3565,2000 W North Ave,32,24,West Town,3,41.910507,-87.677593,1,41.910507,-87.677593,"(41.910507, -87.677593)",1,25,22535,179,11,16
4259,10532 S Ewing Ave,10,52,East Side,1,41.703904,-87.535443,1,41.703904,-87.535443,"(41.703904, -87.535443)",25,49,21202,602,47,47
3447,224 S Michigan Ave,42,32,Loop,1,41.879164,-87.624594,1,41.879164,-87.624594,"(41.879164, -87.624594)",29,38,14912,367,36,22
1574,2154 E 97th St,7,51,South Deering,1,41.718099,-87.572677,1,41.718099,-87.572677,"(41.718099, -87.572677)",25,48,21202,252,37,43
222,1914 W Chicago Ave,1,24,West Town,2,41.896105,-87.675223,0,41.896105,-87.675223,"(41.896105, -87.675223)",4,25,21560,462,41,24
5368,1435 N Wells St,43,8,Near North Side,1,41.90824,-87.634451,1,41.90824,-87.634451,"(41.90824, -87.634451)",54,37,14926,290,46,51
4061,150 N Wells St,42,32,Loop,1,41.884533,-87.63399,1,41.884533,-87.63399,"(41.884533, -87.63399)",46,38,14914,92,36,22
1305,115 W 108th St,34,49,Roseland,1,41.696967,-87.626143,1,41.696967,-87.626143,"(41.696967, -87.626143)",19,45,21861,524,22,45
1063,1276 N Clybourn Ave,27,8,Near North Side,1,41.905237,-87.641797,0,41.905237,-87.641797,"(41.905237, -87.641797)",54,37,14926,309,46,41
3784,1011 N Rush St,42,8,Near North Side,3,41.901144,-87.627509,1,41.901144,-87.627509,"(41.901144, -87.627509)",6,37,21182,104,36,22
2092,1936 W Augusta Blvd,1,24,West Town,2,41.8997,-87.676128,1,41.8997,-87.676128,"(41.8997, -87.676128)",4,25,21560,462,11,24
1256,1854 W North Ave,32,24,West Town,1,41.910661,-87.674265,0,41.910661,-87.674265,"(41.910661, -87.674265)",4,25,21560,438,11,16
5879,1337 N Wells St,43,8,Near North Side,1,41.906867,-87.634403,1,41.906867,-87.634403,"(41.906867, -87.634403)",54,37,14926,290,11,51
3331,1932 W Lunt Ave,49,1,Rogers Park,2,42.009019,-87.678854,1,42.009019,-87.678854,"(42.009019, -87.678854)",9,10,21853,44,5,3
4403,1354 W Wabansia Ave,32,24,West Town,2,41.913872,-87.662274,1,41.913872,-87.662274,"(41.913872, -87.662274)",49,25,22620,109,11,16
6000,1521 S Wabash Ave,2,33,Near South Side,1,41.861399,-87.625478,1,41.861399,-87.625478,"(41.861399, -87.625478)",35,34,14913,374,9,48
3775,2032 W Roscoe St,32,5,North Center,2,41.943285,-87.679822,1,41.943285,-87.679822,"(41.943285, -87.679822)",39,46,21538,614,40,16
1202,1586 N Damen Ave,1,24,West Town,2,41.909922,-87.6776,0,41.909922,-87.6776,"(41.909922, -87.6776)",4,25,21560,481,41,24
6132,1422 N Ashland Ave,1,24,West Town,2,41.907525,-87.667698,1,41.907525,-87.667698,"(41.907525, -87.667698)",4,25,21560,482,11,24
6358,1458 W Taylor St,25,28,Near West Side,2,41.869467,-87.663035,1,41.869467,-87.663035,"(41.869467, -87.663035)",44,29,14917,758,23,8
4871,1501 N Greenview Ave,32,24,West Town,2,41.908971,-87.665035,1,41.908971,-87.665035,"(41.908971, -87.665035)",49,25,22620,483,11,16
5860,1018 N California Ave,26,24,West Town,1,41.899832,-87.696992,1,41.899832,-87.696992,"(41.899832, -87.696992)",4,25,21560,301,49,10
748,11320 S Halsted St,34,75,Morgan Park,1,41.688218,-87.6425,0,41.688218,-87.6425,"(41.688218, -87.6425)",13,74,22212,663,22,45
4776,1926 N Halsted St,43,7,Lincoln Park,1,41.916715,-87.648645,1,41.916715,-87.648645,"(41.916715, -87.648645)",16,68,21190,168,34,51
6252,1900 S Halsted St,25,31,Lower West Side,1,41.856619,-87.64668,1,41.856619,-87.64668,"(41.856619, -87.64668)",43,33,14920,250,48,8
3878,2101 N Southport Ave,43,7,Lincoln Park,1,41.91995,-87.662998,1,41.91995,-87.662998,"(41.91995, -87.662998)",16,68,21190,210,11,51
1121,2009 W Roscoe St,32,5,North Center,1,41.943069,-87.67885,0,41.943069,-87.67885,"(41.943069, -87.67885)",39,46,21538,647,40,16
4661,1600 N Wells St,43,7,Lincoln Park,1,41.911242,-87.634822,1,41.911242,-87.634822,"(41.911242, -87.634822)",16,68,21190,271,11,51
4432,11413 S Eggleston Ave,34,49,Roseland,3,41.686642,-87.633547,1,41.686642,-87.633547,"(41.686642, -87.633547)",19,45,21861,486,22,45
1254,1800 W North Ave,32,24,West Town,1,41.910648,-87.672728,0,41.910648,-87.672728,"(41.910648, -87.672728)",4,25,21560,438,40,16
4833,1056 W Webster Ave,32,7,Lincoln Park,2,41.921806,-87.655167,1,41.921806,-87.655167,"(41.921806, -87.655167)",16,68,21190,797,34,16
3770,201 E Roosevelt Rd,2,33,Near South Side,3,41.86743,-87.622471,1,41.86743,-87.622471,"(41.86743, -87.622471)",35,34,14913,374,9,48
1557,1701 W 95th St,19,72,Beverly,1,41.72021,-87.666523,1,41.72021,-87.666523,"(41.72021, -87.666523)",13,71,22212,628,42,33
4648,1755 W Division St,1,24,West Town,1,41.903126,-87.671631,1,41.903126,-87.671631,"(41.903126, -87.671631)",4,25,21560,518,41,24
5336,1601 W Armitage Ave,32,22,Logan Square,2,41.917769,-87.667729,1,41.917769,-87.667729,"(41.917769, -87.667729)",49,23,22620,209,40,16
4761,1313 E 60th St,20,42,Woodlawn,1,41.785919,-87.594205,1,41.785919,-87.594205,"(41.785919, -87.594205)",60,9,22260,426,4,53
2143,1218 W Belmont Ave,44,6,Lake View,3,41.939916,-87.659792,1,41.939916,-87.659792,"(41.939916, -87.659792)",22,57,4449,741,25,38
1073,1035 N Western Ave,1,24,West Town,2,41.900437,-87.686778,0,41.900437,-87.686778,"(41.900437, -87.686778)",4,25,21560,541,41,24
6189,2060 N Cleveland Ave,43,7,Lincoln Park,2,41.919348,-87.641442,1,41.919348,-87.641442,"(41.919348, -87.641442)",16,68,21190,745,34,51
4024,151 E Wacker Dr,42,32,Loop,3,41.888048,-87.623514,1,41.888048,-87.623514,"(41.888048, -87.623514)",42,38,14309,580,36,22
2395,1558 N Clark St,42,8,Near North Side,2,41.910703,-87.631841,1,41.910703,-87.631841,"(41.910703, -87.631841)",54,37,14926,100,11,22
6301,13260 S Brandon Ave,10,55,Hegewisch,1,41.654445,-87.546081,1,41.654445,-87.546081,"(41.654445, -87.546081)",26,52,22250,787,47,47
4679,230 S LaSalle St,42,32,Loop,2,41.878718,-87.632313,1,41.878718,-87.632313,"(41.878718, -87.632313)",29,38,14912,92,36,22
1013,1375 W Lake St,27,28,Near West Side,2,41.88528,-87.66159,0,41.88528,-87.66159,"(41.88528, -87.66159)",44,29,14917,63,46,41
1093,1530 N Damen Ave,1,24,West Town,1,41.909181,-87.677554,0,41.909181,-87.677554,"(41.909181, -87.677554)",4,25,21560,481,41,24
3441,2 N Michigan Ave,42,32,Loop,1,41.882229,-87.624612,1,41.882229,-87.624612,"(41.882229, -87.624612)",41,38,14310,580,36,22
6008,1723 S Ashland Ave,25,31,Lower West Side,1,41.858114,-87.666112,1,41.858114,-87.666112,"(41.858114, -87.666112)",43,33,14920,270,26,8
577,2035 N Western Ave,32,22,Logan Square,1,41.91854,-87.687373,0,41.91854,-87.687373,"(41.91854, -87.687373)",1,23,22535,324,40,16
2639,10542 S Ewing Ave,10,52,East Side,1,41.703758,-87.535444,1,41.703758,-87.535444,"(41.703758, -87.535444)",25,49,21202,602,47,47
3716,1 W Quincy St,42,32,Loop,1,41.878611,-87.629992,1,41.878611,-87.629992,"(41.878611, -87.629992)",29,38,14912,92,36,22
3252,1776 W Lawrence Ave,47,3,Uptown,1,41.968969,-87.673528,1,41.968969,-87.673528,"(41.968969, -87.673528)",15,31,22616,610,18,13
2184,1842 S Blue Island Ave,25,31,Lower West Side,1,41.857078,-87.662038,1,41.857078,-87.662038,"(41.857078, -87.662038)",43,33,14920,365,26,8
1249,1930 W Division St,1,24,West Town,2,41.903224,-87.676099,0,41.903224,-87.676099,"(41.903224, -87.676099)",4,25,21560,481,41,24
2157,2205 W Belmont Ave,32,5,North Center,2,41.939371,-87.683545,1,41.939371,-87.683545,"(41.939371, -87.683545)",39,46,21538,110,40,16
4671,1200 N Dearborn Pky,42,8,Near North Side,1,41.904138,-87.630175,1,41.904138,-87.630175,"(41.904138, -87.630175)",54,37,14926,17,11,22
3550,1541 W Morse Ave,49,1,Rogers Park,1,42.007724,-87.668766,1,42.007724,-87.668766,"(42.007724, -87.668766)",9,10,21853,358,5,3
3532,2011 W Montrose Ave,47,5,North Center,2,41.96134,-87.679427,1,41.96134,-87.679427,"(41.96134, -87.679427)",39,46,21538,623,18,13
3016,100 W Illinois St,42,8,Near North Side,1,41.890936,-87.631276,1,41.890936,-87.631276,"(41.890936, -87.631276)",55,37,4446,670,36,22
6909,2117 N Western Ave,32,22,Logan Square,1,41.920374,-87.687304,0,41.920374,-87.687304,"(41.920374, -87.687304)",1,23,22535,324,40,16
4072,1616 N Wells St,43,7,Lincoln Park,3,41.911527,-87.63491,1,41.911527,-87.63491,"(41.911527, -87.63491)",16,68,21190,271,11,51
4034,101 E Walton Pl,42,8,Near North Side,2,41.899864,-87.624928,1,41.899864,-87.624928,"(41.899864, -87.624928)",6,37,21182,104,36,22
4887,1345 W Taylor St,2,28,Near West Side,2,41.869235,-87.66062,1,41.869235,-87.66062,"(41.869235, -87.66062)",44,29,14917,759,23,48
411,1952 W North Ave,32,24,West Town,2,41.910521,-87.676877,0,41.910521,-87.676877,"(41.910521, -87.676877)",4,25,22535,438,11,16
6179,2100 W Belmont Ave,32,5,North Center,2,41.93968,-87.681054,1,41.93968,-87.681054,"(41.93968, -87.681054)",39,46,21538,647,40,16
1558,1644 W 95th St,19,72,Beverly,1,41.721394,-87.663505,1,41.721394,-87.663505,"(41.721394, -87.663505)",59,72,21554,632,13,18
7351,11125 S Halsted St,34,75,Morgan Park,1,41.691609,-87.64211,0,41.691609,-87.64211,"(41.691609, -87.64211)",19,45,21861,486,22,45
2166,1482 W Berwyn Ave,48,77,Edgewater,3,41.978159,-87.667499,1,41.978159,-87.667499,"(41.978159, -87.667499)",15,76,22616,540,16,40
6905,2232 W Armitage Ave,32,22,Logan Square,1,41.917786,-87.683419,0,41.917786,-87.683419,"(41.917786, -87.683419)",1,23,22535,324,40,16
2670,200 N Franklin St,42,32,Loop,3,41.885817,-87.63553,1,41.885817,-87.63553,"(41.885817, -87.63553)",46,38,14914,92,36,22
6262,1548 W Berwyn Ave,40,77,Edgewater,2,41.978135,-87.669002,1,41.978135,-87.669002,"(41.978135, -87.669002)",15,76,22616,564,24,46
7093,120 W 111th St,34,49,Roseland,1,41.692666,-87.626385,0,41.692666,-87.626385,"(41.692666, -87.626385)",19,45,21861,524,22,45
1208,1741 N Damen Ave,32,24,West Town,1,41.913514,-87.677394,0,41.913514,-87.677394,"(41.913514, -87.677394)",4,25,21560,438,40,16
2935,11249 S Halsted St,34,49,Roseland,1,41.689638,-87.642034,1,41.689638,-87.642034,"(41.689638, -87.642034)",19,45,21861,486,22,45
3962,10335 S Vincennes Ave,21,73,Washington Heights,3,41.706016,-87.656118,1,41.706016,-87.656118,"(41.706016, -87.656118)",13,72,22212,595,22,18
3877,2100 N Southport Ave,32,7,Lincoln Park,3,41.919933,-87.663259,1,41.919933,-87.663259,"(41.919933, -87.663259)",16,68,21190,210,11,16
3983,11 N Wabash Ave,42,32,Loop,1,41.882291,-87.62599,1,41.882291,-87.62599,"(41.882291, -87.62599)",41,38,14310,580,36,22
1168,2136 N California Ave,35,22,Logan Square,1,41.920747,-87.697396,0,41.920747,-87.697396,"(41.920747, -87.697396)",1,23,22535,322,41,15
4803,1114 W Belmont Ave,44,6,Lake View,1,41.93996,-87.657066,1,41.93996,-87.657066,"(41.93996, -87.657066)",22,57,4449,710,25,38
5276,225 N Michigan Ave,42,32,Loop,2,41.886106,-87.624358,1,41.886106,-87.624358,"(41.886106, -87.624358)",42,38,14309,580,36,22
6080,121 N LaSalle St,42,32,Loop,14,41.883913,-87.632314,1,41.883913,-87.632314,"(41.883913, -87.632314)",41,38,14310,92,36,22
379,2301 S Lake Shore Dr,2,33,Near South Side,13,41.851357,-87.612402,0,41.851357,-87.612402,"(41.851357, -87.612402)",40,34,21194,374,10,48
1384,2021 W 35th St,11,59,McKinley Park,2,41.830241,-87.67614,1,41.830241,-87.67614,"(41.830241, -87.67614)",37,56,14924,719,1,26
6224,1000 N Mozart St,26,24,West Town,1,41.899422,-87.6982,1,41.899422,-87.6982,"(41.899422, -87.6982)",4,25,21560,301,49,10
3448,11219 S Michigan Ave,9,49,Roseland,4,41.690441,-87.620827,1,41.690441,-87.620827,"(41.690441, -87.620827)",19,45,21861,253,43,30
4845,1969 W Montrose Ave,47,5,North Center,2,41.961299,-87.678214,1,41.961299,-87.678214,"(41.961299, -87.678214)",53,46,21186,622,18,13
4641,1002 N California Ave,26,24,West Town,2,41.899422,-87.69696,1,41.899422,-87.69696,"(41.899422, -87.69696)",4,25,21560,301,49,10
5141,2250 N Clifton Ave,32,7,Lincoln Park,2,41.922627,-87.657317,1,41.922627,-87.657317,"(41.922627, -87.657317)",16,68,21190,797,34,16
3049,1733 W Irving Park Rd,47,6,Lake View,1,41.954156,-87.672789,1,41.954156,-87.672789,"(41.954156, -87.672789)",53,57,21186,689,18,13
5284,111 N Jefferson St,42,28,Near West Side,1,41.883512,-87.642524,1,41.883512,-87.642524,"(41.883512, -87.642524)",45,29,4452,784,36,22
3293,1825 N Lincoln Ave,43,7,Lincoln Park,1,41.915673,-87.634871,1,41.915673,-87.634871,"(41.915673, -87.634871)",16,68,21190,271,34,51
3143,10 W Lake St,42,32,Loop,3,41.885892,-87.628341,1,41.885892,-87.628341,"(41.885892, -87.628341)",42,38,14309,92,36,22
4446,10740 S Calhoun Ave,10,51,South Deering,2,41.700168,-87.562148,1,41.700168,-87.562148,"(41.700168, -87.562148)",25,48,21202,174,47,47
4499,2020 N Oakley Ave,32,22,Logan Square,1,41.91818,-87.685114,1,41.91818,-87.685114,"(41.91818, -87.685114)",1,23,22535,324,40,16
942,200 W Monroe St,2,32,Loop,1,41.880775,-87.633944,0,41.880775,-87.633944,"(41.880775, -87.633944)",46,38,14914,92,36,48
3681,1231 S Pulaski Rd,24,29,North Lawndale,1,41.86551,-87.724954,1,41.86551,-87.724954,"(41.86551, -87.724954)",57,30,21569,33,14,36
3008,160 E Huron St,42,8,Near North Side,3,41.895088,-87.623576,1,41.895088,-87.623576,"(41.895088, -87.623576)",6,37,21182,158,36,22
5876,1254 N Wells St,43,8,Near North Side,1,41.905207,-87.634697,1,41.905207,-87.634697,"(41.905207, -87.634697)",54,37,14926,290,11,51
5810,1039 N Western Ave,1,24,West Town,1,41.90048,-87.686754,1,41.90048,-87.686754,"(41.90048, -87.686754)",4,25,21560,541,41,24
6396,201 N State St,42,32,Loop,1,41.885821,-87.62791,1,41.885821,-87.62791,"(41.885821, -87.62791)",42,38,14309,580,36,22
7081,1917 E 71st St,5,43,South Shore,1,41.76586,-87.578668,0,41.76586,-87.578668,"(41.76586, -87.578668)",24,39,22538,452,33,32
4994,1460 E 53rd St,4,41,Hyde Park,1,41.799667,-87.589853,1,41.799667,-87.589853,"(41.799667, -87.589853)",10,8,21192,500,10,1
6910,2157 N Western Ave,32,22,Logan Square,1,41.921441,-87.687342,0,41.921441,-87.687342,"(41.921441, -87.687342)",1,23,22535,324,40,16
5167,2210 W Pershing Rd,11,59,McKinley Park,2,41.823185,-87.680473,1,41.823185,-87.680473,"(41.823185, -87.680473)",37,56,14924,719,1,26
1423,1500 E 53rd St,4,41,Hyde Park,1,41.799649,-87.588907,1,41.799649,-87.588907,"(41.799649, -87.588907)",10,8,21192,500,10,1
5956,2300 W Armitage Ave,32,22,Logan Square,1,41.91775,-87.685217,1,41.91775,-87.685217,"(41.91775, -87.685217)",1,23,22535,324,40,16
6142,10500 S Michigan Ave,9,49,Roseland,1,41.703134,-87.62085,1,41.703134,-87.62085,"(41.703134, -87.62085)",19,45,21861,236,43,30
2181,2007 S Blue Island Ave,25,31,Lower West Side,1,41.854765,-87.663664,1,41.854765,-87.663664,"(41.854765, -87.663664)",43,33,14920,365,26,8
2154,1338 W Belmont Ave,44,6,Lake View,1,41.939878,-87.662344,1,41.939878,-87.662344,"(41.939878, -87.662344)",22,57,4449,741,25,38
2552,2 N Dearborn St,42,32,Loop,1,41.882077,-87.629503,1,41.882077,-87.629503,"(41.882077, -87.629503)",41,38,14310,92,36,22
3497,1203 N Milwaukee Ave,1,24,West Town,3,41.903518,-87.666531,1,41.903518,-87.666531,"(41.903518, -87.666531)",49,25,22620,483,11,24
4894,1659 N Campbell Ave,1,24,West Town,1,41.911334,-87.689517,1,41.911334,-87.689517,"(41.911334, -87.689517)",1,25,22535,287,41,24
2592,1737 W Division St,1,24,West Town,1,41.903137,-87.671373,1,41.903137,-87.671373,"(41.903137, -87.671373)",4,25,21560,518,41,24
